crash_date,traffic_control_device,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,crash_type,intersection_related_i,damage,prim_contributory_cause,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
9/24/2020 12:35,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,12,5,9
8/26/2020 14:15,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,14,4,8
6/9/2023 17:40,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,6,6
8/10/2019 23:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,23,7,8
2/8/2020 18:15,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,0,0,0,7,18,7,2
11/12/2019 17:30,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,3,11
5/8/2019 21:08,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,0,0,0,6,21,4,5
6/4/2020 17:40,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,5,6
9/16/2018 21:10,TRAFFIC SIGNAL,CLEAR,DARKNESS,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1,NO INDICATION OF INJURY,0,0,0,0,0,1,21,1,9
7/18/2020 0:30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,7
1/15/2022 12:25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,3,"REPORTED, NOT EVIDENT",2,0,0,0,2,2,12,7,1
4/29/2020 19:18,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,19,4,4
6/19/2017 20:51,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,0,0,0,2,20,2,6
5/26/2021 11:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,11,4,5
1/28/2019 8:55,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,8,2,1
6/20/2020 23:25,NO CONTROLS,RAIN,DARKNESS,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,23,7,6
3/10/2023 19:53,TRAFFIC SIGNAL,FREEZING RAIN/DRIZZLE,DARKNESS,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,19,6,3
3/3/2017 9:35,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,9,6,3
10/25/2022 7:38,TRAFFIC SIGNAL,RAIN,DAYLIGHT,ANGLE,TRAFFIC ROUTE,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0,0,0,0,0,4,7,3,10
12/6/2019 13:03,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,2,NO INDICATION OF INJURY,0,0,0,0,0,3,13,6,12
9/25/2017 8:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,4,8,2,9
1/17/2020 6:00,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,6,6,1
10/11/2019 11:35,STOP SIGN/FLASHER,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,11,6,10
12/22/2015 19:50,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,19,3,12
7/22/2018 1:20,STOP SIGN/FLASHER,OTHER,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,STRAIGHT AND LEVEL,WET,WORN SURFACE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1,NO INDICATION OF INJURY,0,0,0,0,0,1,1,1,7
1/24/2019 15:30,NO CONTROLS,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",UNABLE TO DETERMINE,3,NO INDICATION OF INJURY,0,0,0,0,0,3,15,5,1
1/2/2022 19:35,NO CONTROLS,SNOW,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,1,19,1,1
1/24/2022 7:35,TRAFFIC SIGNAL,SNOW,DAYLIGHT,TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISTRACTION - FROM OUTSIDE VEHICLE,2,NONINCAPACITATING INJURY,1,0,0,1,0,3,7,2,1
8/23/2021 12:34,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,12,2,8
11/18/2018 6:53,LANE USE MARKING,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,6,1,11
1/19/2022 12:34,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,12,4,1
6/2/2017 20:05,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,$500 OR LESS,FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,20,6,6
2/23/2019 15:10,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,15,7,2
2/1/2021 9:34,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1,0,1,0,0,1,9,2,2
3/4/2019 17:15,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,17,2,3
4/24/2020 15:52,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,1,NO INDICATION OF INJURY,0,0,0,0,0,1,15,6,4
11/18/2019 14:30,NO CONTROLS,RAIN,DAYLIGHT,REAR TO FRONT,DRIVEWAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER BACKING,2,NO INDICATION OF INJURY,0,0,0,0,0,2,14,2,11
5/29/2021 14:27,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,14,7,5
4/26/2021 15:28,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,NO INDICATION OF INJURY,0,0,0,0,0,3,15,2,4
8/15/2018 15:35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,NO INDICATION OF INJURY,0,0,0,0,0,2,15,4,8
5/11/2018 5:55,TRAFFIC SIGNAL,CLEAR,DAWN,TURNING,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NONINCAPACITATING INJURY,1,0,0,1,0,3,5,6,5
8/17/2020 15:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,15,2,8
9/2/2022 21:45,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,0,0,0,2,21,6,9
10/19/2019 18:00,STOP SIGN/FLASHER,CLEAR,DUSK,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,18,7,10
12/21/2022 20:45,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,20,4,12
12/10/2020 6:25,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,STRAIGHT ON GRADE,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,6,5,12
9/7/2017 7:51,LANE USE MARKING,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3,INCAPACITATING INJURY,1,0,1,0,0,2,7,5,9
11/14/2022 15:43,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,15,2,11
4/15/2023 19:00,UNKNOWN,CLEAR,DAWN,TURNING,Y-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,NO INDICATION OF INJURY,0,0,0,0,0,4,19,7,4
3/8/2021 14:10,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,1,0,1,0,0,1,14,2,3
12/20/2018 17:00,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,5,12
10/28/2021 9:15,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,9,5,10
12/24/2021 12:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,12,6,12
7/3/2018 18:45,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NO INDICATION OF INJURY,0,0,0,0,0,2,18,3,7
7/10/2021 16:47,TRAFFIC SIGNAL,RAIN,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",NOT APPLICABLE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,16,7,7
10/23/2019 9:05,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,9,4,10
11/2/2017 19:00,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,5,19,5,11
11/19/2021 21:20,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,21,6,11
3/24/2021 4:50,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0,0,0,0,0,2,4,4,3
2/6/2023 7:30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,7,2,2
11/9/2019 18:35,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",TURNING RIGHT ON RED,2,NO INDICATION OF INJURY,0,0,0,0,0,2,18,7,11
2/19/2023 10:30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NO INDICATION OF INJURY,0,0,0,0,0,2,10,1,2
2/20/2021 9:14,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2,NO INDICATION OF INJURY,0,0,0,0,0,2,9,7,2
1/24/2017 5:40,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,5,3,1
4/17/2023 18:35,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,UNKNOWN,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,18,2,4
8/23/2020 15:41,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,15,1,8
2/17/2020 15:35,STOP SIGN/FLASHER,RAIN,DAYLIGHT,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,15,2,2
1/2/2019 16:20,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NO INDICATION OF INJURY,0,0,0,0,0,2,16,4,1
3/31/2019 2:11,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,2,1,3
6/2/2022 7:25,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,3,0,0,2,1,0,7,5,6
10/9/2018 17:19,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,NO INDICATION OF INJURY,0,0,0,0,0,6,17,3,10
2/6/2023 7:45,NO CONTROLS,CLEAR,DAWN,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT ON GRADE,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,7,2,2
4/18/2019 22:32,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,22,5,4
8/26/2020 11:10,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,11,4,8
11/11/2021 12:00,TRAFFIC SIGNAL,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DISTRACTION - FROM OUTSIDE VEHICLE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,12,5,11
7/25/2018 14:17,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,14,4,7
4/18/2018 14:08,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0,0,0,0,0,2,14,4,4
1/29/2022 16:43,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,NONINCAPACITATING INJURY,2,0,0,2,0,1,16,7,1
